EdgeID,from_id,to_id,Timestamp,Amount Sent,Sent Currency,Amount Received,Received Currency,Payment Format,Is Laundering,Hour
2180903,100,29599,40440,12926.38,0,12926.38,0,2,0,11
2180915,7226,279810,40440,143.97,0,143.97,0,1,0,11
2180925,33000,31641,40440,4644.78,0,4644.78,0,1,0,11
2180926,33000,31641,40440,343.27,0,343.27,0,2,0,11
2180947,13793,6892,40440,7876.839999999999,0,7876.839999999999,0,1,0,11
2180961,28975,33678,40440,153.97,0,153.97,0,4,0,11
2180974,1889,34495,40440,1368.4,0,1368.4,0,1,0,11
2181027,103352,103352,40440,130.85,2,153.32,0,3,0,11
2181028,103352,39467,40440,153.32,0,153.32,0,1,0,11
2181029,103352,103352,40440,490.0,2,574.17,0,3,0,11
2181030,103352,39467,40440,574.17,0,574.17,0,4,0,11
2181057,73528,304822,40440,180.48,0,180.48,0,1,0,11
2181059,12959,42581,40440,176.20999999999998,0,176.20999999999998,0,1,0,11
2181082,35826,43700,40440,30.19,0,30.19,0,2,0,11
2181097,12598,299126,40440,13133.2,0,13133.2,0,2,0,11
2181121,135,292987,40440,343.33,0,343.33,0,1,0,11
2181184,321130,300026,40440,225.58,0,225.58,0,2,0,11
2181200,265360,299309,40440,330.05,0,330.05,0,1,0,11
2181215,365018,53743,40440,11457.02,0,11457.02,0,2,0,11
2181288,27518,273813,40440,9602.96,0,9602.96,0,1,0,11
2181289,27518,273813,40440,3197.25,0,3197.25,0,2,0,11
2181303,59999,60388,40440,1978.97,0,1978.97,0,1,0,11
2181330,345023,31191,40440,132.87,0,132.87,0,4,0,11
2181356,54036,64172,40440,185.43,0,185.43,0,1,0,11
2181387,372496,372497,40440,5118.29,0,5118.29,0,1,0,11
2181406,331373,67351,40440,819.4499999999999,0,819.4499999999999,0,4,0,11
2181417,135,68089,40440,434.7999999999999,0,434.7999999999999,0,2,0,11
2181431,44484,68988,40440,798.4399999999999,0,798.4399999999999,0,1,0,11
2181458,49381,71619,40440,6514910.18,0,6514910.18,0,1,0,11
2181460,272401,280786,40440,302.14,0,302.14,0,1,0,11
2181474,3619,72820,40440,1031.45,0,1031.45,0,4,0,11
2181480,423992,280836,40440,116.8,0,116.8,0,1,0,11
2181500,14617,93505,40440,1203.36,0,1203.36,0,1,0,11
2181515,20699,421943,40440,3525.45,0,3525.45,0,1,0,11
2181528,280631,77880,40440,1606.79,0,1606.79,0,2,0,11
2181640,274609,87105,40440,946597.01,0,946597.01,0,1,0,11
2181669,13888,385986,40440,70.7,0,70.7,0,1,0,11
2181752,267472,94752,40440,1914.42,0,1914.42,0,1,0,11
2181762,59459,397770,40440,8241.38,0,8241.38,0,4,0,11
2181775,293946,287924,40440,536.4,0,536.4,0,5,0,11
2181886,101321,336943,40440,10538.99,2,10538.99,2,4,0,11
2181902,100114,294714,40440,135.34,2,135.34,2,2,0,11
2181912,100592,112185,40440,817.5899999999999,2,817.5899999999999,2,2,0,11
2181923,281643,281644,40440,978.96,2,978.96,2,1,0,11
2181929,102995,317102,40440,2838.21,2,2838.21,2,3,0,11
2182009,105897,107051,40440,172.14,2,172.14,2,2,0,11
2182035,288219,109198,40440,1592.08,2,1592.08,2,1,0,11
2182107,511220,112370,40440,3502.1099999999997,2,3502.1099999999997,2,3,0,11
2182120,112366,112370,40440,221.12,2,221.12,2,3,0,11
2182123,110571,112410,40440,428.92,2,428.92,2,4,0,11
2182156,110018,115435,40440,1712.22,2,1712.22,2,1,0,11
2182163,111272,275365,40440,47.61,2,47.61,2,4,0,11
2182175,115126,116872,40440,8.24,2,8.24,2,4,0,11
2182239,281925,121337,40440,1272.01,2,1272.01,2,1,0,11
2182254,102597,121875,40440,642.92,2,642.92,2,1,0,11
2182288,109073,124525,40440,791.48,2,791.48,2,4,0,11
2182291,101350,124688,40440,157.41,2,157.41,2,2,0,11
2182292,101350,124688,40440,67.67999999999999,2,67.67999999999999,2,3,0,11
2182302,410850,125193,40440,215.02,2,215.02,2,4,0,11
2182326,113834,389676,40440,14316.45,2,14316.45,2,1,0,11
2182342,124366,139312,40440,591.6999999999999,2,591.6999999999999,2,2,0,11
2182400,148240,130813,40440,800.0699999999999,2,800.0699999999999,2,4,0,11
2182487,98992,322798,40440,344.68,2,344.68,2,1,0,11
2182496,111297,143210,40440,17999.5,2,17999.5,2,2,0,11
2182544,98992,139080,40440,5.81,2,5.81,2,1,0,11
2182580,116962,141977,40440,2517.1099999999997,2,2517.1099999999997,2,1,0,11
2182586,108319,142042,40440,42736.189999999995,2,42736.189999999995,2,1,0,11
2182591,139972,123378,40440,320.46999999999997,2,320.46999999999997,2,3,0,11
2182644,370049,295448,40440,208.3,2,208.3,2,1,0,11
2182671,332958,111088,40440,424.08,2,424.08,2,4,0,11
2182679,327522,295527,40440,249.18,2,249.18,2,2,0,11
2182685,332841,148437,40440,186.03,2,186.03,2,1,0,11
2182701,125352,276235,40440,1826.84,2,1826.84,2,2,0,11
2182713,139942,149790,40440,5889.58,2,5889.58,2,3,0,11
2182755,306508,152121,40440,8148.42,2,8148.42,2,2,0,11
2182759,98992,152415,40440,9.08,2,9.08,2,4,0,11
2182799,280752,280752,40440,906.11,0,773.27,2,3,0,11
2182800,280752,282962,40440,773.27,2,773.27,2,1,0,11
2182852,307436,157061,40440,117.93,2,117.93,2,1,0,11
2182893,160833,289541,40440,1398.59,4,1398.59,4,3,0,11
2182923,159991,161651,40440,7269.99,4,7269.99,4,1,0,11
2183026,160576,168291,40440,1520.4499999999998,4,1520.4499999999998,4,1,0,11
2183070,171342,178511,40440,1017888.48,6,1017888.48,6,2,0,11
2183075,434600,380770,40440,742158.98,6,742158.98,6,3,0,11
2183082,171703,380770,40440,170342.44999999998,6,170342.44999999998,6,3,0,11
2183103,177419,172474,40440,4914.49,6,4914.49,6,1,0,11
2183190,453808,179630,40440,3602532.99,5,3602532.99,5,3,0,11
2183212,182862,181072,40440,43047.56,5,43047.56,5,2,0,11
2183243,189542,184494,40440,54.129999999999995,5,54.129999999999995,5,5,0,11
2183271,185200,187022,40440,10774.96,5,10774.96,5,2,0,11
2183277,181266,187580,40440,2316761.79,5,2316761.79,5,1,0,11
2183389,191389,195840,40440,16160.35,9,16160.35,9,1,0,11
2183399,196212,196532,40440,2100.5,9,2100.5,9,1,0,11
2183407,193203,351697,40440,121784.21,9,121784.21,9,1,0,11
2183426,401523,199059,40440,3002.8399999999997,8,3002.8399999999997,8,3,0,11
2183436,390317,199478,40440,106.3,8,106.3,8,1,0,11
2183457,387330,355809,40440,54.309999999999995,8,54.309999999999995,8,1,0,11
2183570,270736,208403,40440,651.38,10,651.38,10,1,0,11
2183594,371013,210036,40440,6776.429999999999,10,6776.429999999999,10,4,0,11
2183661,214519,214980,40440,3384.04,3,3384.04,3,1,0,11
2183733,363608,219184,40440,2027.84,3,2027.84,3,1,0,11
2183845,284718,284719,40440,3579.6699999999996,12,3579.6699999999996,12,1,0,11
2183875,231045,231126,40440,25.78,12,25.78,12,3,0,11
2183896,231692,371265,40440,116.11,11,116.11,11,5,0,11
2183899,278308,232335,40440,3757.01,11,3757.01,11,1,0,11
2183908,232654,232980,40440,133.17,11,133.17,11,4,0,11
2183915,284821,233101,40440,4.01,11,4.01,11,4,0,11
2183942,231317,234885,40440,607.68,11,607.68,11,1,0,11
2183958,363946,236005,40440,299.0,11,299.0,11,2,0,11
2183960,233531,231947,40440,423.25,11,423.25,11,2,0,11
2183971,314306,363910,40440,201.57,11,201.57,11,3,0,11
2183984,236944,237976,40440,11069.77,11,11069.77,11,2,0,11
2183986,236944,237976,40440,40201.869999999995,11,40201.869999999995,11,5,0,11
2183997,232114,239059,40440,100.0,11,100.0,11,1,0,11
2184003,234708,239803,40440,74.99,11,74.99,11,1,0,11
2184012,231317,271608,40440,34.23,11,34.23,11,1,0,11
2184078,243974,245339,40440,1311808.11,14,1311808.11,14,1,0,11
2184094,245888,246428,40440,2561.99,14,2561.99,14,2,0,11
2184100,246765,334732,40440,2115.49,14,2115.49,14,2,0,11
2184146,243806,246150,40440,36597.6,14,36597.6,14,2,0,11
2184193,248175,253623,40440,5194.5599999999995,14,5194.5599999999995,14,1,0,11
2184194,248175,253623,40440,11993.19,14,11993.19,14,2,0,11
2184202,253917,309400,40440,1107.2,13,1107.2,13,1,0,11
2180527,1034,1858,40500,672853.0599999999,0,672853.0599999999,0,3,0,11
2180568,3965,5711,40500,98.33,0,98.33,0,1,0,11
2180577,4987,6121,40500,1363.23,0,1363.23,0,4,0,11
2180581,13176,6401,40500,325.03999999999996,0,325.03999999999996,0,1,0,11
2180591,3297,315300,40500,1490.83,0,1490.83,0,2,0,11
2180612,6703,320727,40500,856.9799999999999,0,856.9799999999999,0,1,0,11
2180613,6703,320727,40500,655.9699999999999,0,655.9699999999999,0,2,0,11
2180618,7951,9225,40500,9031.69,0,9031.69,0,1,0,11
2180630,6510,9723,40500,209.58,0,209.58,0,5,0,11
2180683,364438,11848,40500,3977.05,0,3977.05,0,3,0,11
2180729,12199,15957,40500,225249.02,0,225249.02,0,4,0,11
2180732,7222,16084,40500,1025.77,0,1025.77,0,4,0,11
2180759,310563,18447,40500,2372.74,0,2372.74,0,1,0,11
2180781,272826,265680,40500,222.01,0,222.01,0,2,0,11
2180823,310742,23662,40500,17907.26,0,17907.26,0,2,0,11
2180836,604,340833,40500,78051.05,0,78051.05,0,1,0,11
2180866,405023,26999,40500,2027.63,0,2027.63,0,3,0,11
2180916,7226,279810,40500,455.83,0,455.83,0,2,0,11
2181034,135,391768,40500,47198.75,0,47198.75,0,4,0,11
2181136,18892,47660,40500,299.12,0,299.12,0,1,0,11
2181137,18892,47660,40500,129.54,0,129.54,0,2,0,11
2181148,404920,48369,40500,2444.58,0,2444.58,0,2,0,11
2181201,265360,299309,40500,1203.09,0,1203.09,0,2,0,11
2181207,38866,388544,40500,21488.49,0,21488.49,0,4,0,11
2181218,391600,53897,40500,2554.37,0,2554.37,0,1,0,11
2181223,325435,54339,40500,698.8299999999999,0,698.8299999999999,0,1,0,11
2181314,54081,60879,40500,2092.54,0,2092.54,0,4,0,11
2181471,423980,72783,40500,156.32999999999998,0,156.32999999999998,0,1,0,11
2181481,423992,280836,40500,102.13,0,102.13,0,2,0,11
2181529,280631,77880,40500,63.93,0,63.93,0,4,0,11
2181535,29871,293761,40500,67.83,0,67.83,0,4,0,11
2181559,19908,79129,40500,540.56,0,540.56,0,1,0,11
2181624,83296,85599,40500,5393.09,0,5393.09,0,2,0,11
2181636,371957,87200,40500,99.74,0,99.74,0,2,0,11
2181638,135,87005,40500,94.86,0,94.86,0,2,0,11
2181712,79447,358115,40500,518.61,0,518.61,0,5,0,11
2181721,3799,92526,40500,1009.39,0,1009.39,0,1,0,11
2181742,44451,93694,40500,277.82,0,277.82,0,1,0,11
2181744,64511,386061,40500,1428.97,0,1428.97,0,1,0,11
2181756,135,434060,40500,65.50999999999999,0,65.50999999999999,0,1,0,11
2181765,20371,95166,40500,241.22,0,241.22,0,2,0,11
2181776,13435,274852,40500,316.3,0,316.3,0,1,0,11
2181782,306119,96089,40500,805.4499999999999,0,805.4499999999999,0,5,0,11
2181877,100159,100972,40500,3919.3,2,3919.3,2,5,0,11
2181879,99827,311652,40500,1409.75,2,1409.75,2,2,0,11
2181893,99958,101537,40500,2061.01,2,2061.01,2,1,0,11
2182026,98992,108242,40500,1759.89,2,1759.89,2,2,0,11
2182057,322471,327465,40500,117.55,2,117.55,2,1,0,11
2182067,288130,365830,40500,818.91,2,818.91,2,1,0,11
2182144,282249,114363,40500,459.39,2,459.39,2,1,0,11
2182148,98992,114383,40500,1878.92,2,1878.92,2,4,0,11
2182149,109228,311881,40500,4026.12,2,4026.12,2,1,0,11
2182176,115126,116872,40500,7.1899999999999995,2,7.1899999999999995,2,3,0,11
2182275,106336,327554,40500,37.51,2,37.51,2,3,0,11
2182285,98992,268430,40500,140.18,2,140.18,2,2,0,11
2182322,350559,350560,40500,0.132812,1,0.132812,1,6,0,11
2182324,126365,392412,40500,1464.78,2,1464.78,2,3,0,11
2182366,122040,322650,40500,967.47,2,967.47,2,4,0,11
2182386,108920,129424,40500,279.22999999999996,2,279.22999999999996,2,4,0,11
2182387,294981,341874,40500,1146.27,2,1146.27,2,1,0,11
2182424,288772,288773,40500,3910.2,2,3910.2,2,4,0,11
2182433,108463,131991,40500,2827.96,2,2827.96,2,3,0,11
2182477,120543,337425,40500,24.51,2,24.51,2,1,0,11
2182511,128829,327836,40500,1920.8,2,1920.8,2,1,0,11
2182549,99781,307165,40500,775.5899999999999,2,775.5899999999999,2,3,0,11
2182607,430410,143295,40500,38741.189999999995,2,38741.189999999995,2,3,0,11
2182639,148245,108467,40500,616.74,2,616.74,2,2,0,11
2182657,110271,146471,40500,156.79999999999998,2,156.79999999999998,2,1,0,11
2182738,332083,155700,40500,224.69,2,224.69,2,1,0,11
2182739,332083,155700,40500,153.2,2,153.2,2,2,0,11
2182743,276315,377079,40500,1672.9299999999998,2,1672.9299999999998,2,3,0,11
2182750,327919,152048,40500,22.49,2,22.49,2,1,0,11
2182751,327919,152048,40500,54.69,2,54.69,2,2,0,11
2182806,120870,155228,40500,123.29,2,123.29,2,2,0,11
2182845,110278,156854,40500,947.04,2,947.04,2,2,0,11
2182862,146593,157204,40500,3032.67,2,3032.67,2,1,0,11
2182872,108358,346932,40500,127.62,2,127.62,2,1,0,11
2182881,392679,395671,40500,539.41,2,539.41,2,1,0,11
2182888,322273,159604,40500,164.29,2,164.29,2,1,0,11
2182890,163394,160094,40500,1667.03,4,1667.03,4,1,0,11
2182965,160563,164169,40500,59136.3,4,59136.3,4,1,0,11
2182999,347073,347074,40500,1118544.15,4,1118544.15,4,1,0,11
2183048,166185,355342,40500,595.16,4,595.16,4,5,0,11
2183064,171345,171151,40500,154818.19,6,154818.19,6,2,0,11
2183088,171364,171719,40500,65551.33,6,65551.33,6,5,0,11
2183090,171092,172033,40500,41304150.97,6,41304150.97,6,1,0,11
2183148,172647,176272,40500,75854.51999999999,6,75854.51999999999,6,1,0,11
2183242,189542,184494,40500,122.15,5,122.15,5,4,0,11
2183250,184690,290094,40500,64.36,5,64.36,5,5,0,11
2183261,351479,186058,40500,627.12,5,627.12,5,5,0,11
2183319,190276,190473,40500,71127.06,9,71127.06,9,1,0,11
2183381,190306,195234,40500,15932.22,9,15932.22,9,3,0,11
2183383,191006,377670,40500,1364586510.35,9,1364586510.35,9,1,0,11
2183411,195823,197950,40500,526936.9,9,526936.9,9,2,0,11
2183427,198569,199061,40500,660.06,8,660.06,8,1,0,11
2183532,203841,290616,40500,2522.13,8,2522.13,8,1,0,11
2183611,351868,210630,40500,2454.33,10,2454.33,10,1,0,11
2183620,302823,210960,40500,293.16999999999996,10,293.16999999999996,10,4,0,11
2183621,208926,347833,40500,210.44,10,210.44,10,1,0,11
2183669,215109,215146,40500,31228.08,3,31228.08,3,2,0,11
2183683,215772,371108,40500,1593.37,3,1593.37,3,1,0,11
2183688,324346,324345,40500,6620.7699999999995,3,6620.7699999999995,3,2,0,11
2183713,217296,220899,40500,476.17,3,476.17,3,4,0,11
2183728,338965,215687,40500,3895.47,3,3895.47,3,3,0,11
2183736,216324,219376,40500,19.73,3,19.73,3,1,0,11
2183737,216324,219376,40500,25.02,3,25.02,3,2,0,11
2183738,359911,420938,40500,175.09,3,175.09,3,1,0,11
2183790,223419,367534,40500,17466.8,7,17466.8,7,2,0,11
2183859,228274,367593,40500,693.93,12,693.93,12,2,0,11
2183879,390674,231387,40500,4153.41,11,4153.41,11,1,0,11
2183900,278308,232335,40500,11507.91,11,11507.91,11,2,0,11
2183913,284821,233101,40500,299.24,11,299.24,11,1,0,11
2183943,232155,235020,40500,2322.7799999999997,11,2322.7799999999997,11,1,0,11
2183975,356298,237395,40500,21866.06,11,21866.06,11,1,0,11
2184029,339251,343835,40500,795.02,11,795.02,11,2,0,11
2184049,324829,381628,40500,5132.4,11,5132.4,11,2,0,11
2184066,309195,324920,40500,1802.62,14,1802.62,14,1,0,11
2184147,243806,246150,40500,17028.98,14,17028.98,14,4,0,11
2184157,245286,250587,40500,2246.3599999999997,14,2246.3599999999997,14,1,0,11
2184186,247787,348501,40500,13306.97,14,13306.97,14,2,0,11
2184190,245459,253316,40500,3115.44,14,3115.44,14,2,0,11
2184208,254015,285332,40500,23849.82,13,23849.82,13,1,0,11
2184240,255049,256634,40500,91.11,13,91.11,13,2,0,11
2184312,272127,257926,40500,466.83,13,466.83,13,1,0,11
2184440,259173,264162,40500,0.001635,1,0.001635,1,6,0,11
2184460,261246,272364,40500,0.206143,1,0.206143,1,6,0,11
1191322,117333,117333,40560,9369.89,2,73536.18,4,3,0,11
1191323,117333,169204,40560,73536.18,4,73536.18,4,3,1,11
2180522,1336,1510,40560,39676.31,0,39676.31,0,4,0,11
2180559,4007,4313,40560,38363.189999999995,0,38363.189999999995,0,4,0,11
2180616,43722,394046,40560,125.7,0,125.7,0,1,0,11
2180642,8408,10315,40560,23522.53,0,23522.53,0,1,0,11
2180680,364438,11848,40560,33126.93,0,33126.93,0,1,0,11
2180697,3857,66301,40560,203.3,0,203.3,0,1,0,11
2180705,265403,280144,40560,799.99,0,799.99,0,2,0,11
2180748,294450,17441,40560,610.3,0,610.3,0,2,0,11
2180811,4033,265726,40560,1433.53,0,1433.53,0,2,0,11
2180815,10685,344872,40560,745.76,0,745.76,0,2,0,11
2180873,135,27651,40560,2336.69,0,2336.69,0,1,0,11
2180874,135,27651,40560,930.59,0,930.59,0,2,0,11
2180895,22599,273031,40560,13662.48,0,13662.48,0,1,0,11
2180918,29565,74883,40560,2664.65,0,2664.65,0,1,0,11
2180932,407552,32320,40560,1508897.5,0,1508897.5,0,1,0,11
2180942,388317,33081,40560,3073.51,0,3073.51,0,1,0,11
2180987,8630,394298,40560,712.6999999999999,0,712.6999999999999,0,1,0,11
2181004,273279,37571,40560,239.32,0,239.32,0,2,0,11
2181051,22222,40837,40560,9016.98,0,9016.98,0,5,0,11
2181055,304730,41555,40560,124372.4,0,124372.4,0,1,0,11
2181062,11526,42671,40560,22.64,0,22.64,0,1,0,11
2181096,12598,299126,40560,8092.74,0,8092.74,0,1,0,11
2181120,29167,46321,40560,1145.35,0,1145.35,0,2,0,11
2181138,14148,340488,40560,1030.55,0,1030.55,0,1,0,11
2181162,135,49271,40560,103.54,0,103.54,0,4,0,11
2181174,349130,50722,40560,1553.1699999999998,0,1553.1699999999998,0,1,0,11
2181178,14890,50893,40560,1368.89,0,1368.89,0,2,0,11
2181196,51506,52218,40560,7429.36,0,7429.36,0,1,0,11
2181276,286216,353529,40560,479.82,0,479.82,0,1,0,11
2181287,22081,326344,40560,4534.67,0,4534.67,0,2,0,11
2181298,316117,59639,40560,123.74,0,123.74,0,5,0,11
2181414,36241,67925,40560,31.959999999999997,0,31.959999999999997,0,1,0,11
2181425,311069,68377,40560,2978.91,0,2978.91,0,1,0,11
2181437,135,391781,40560,1.53,0,1.53,0,2,0,11
2181459,49381,71619,40560,23317.94,0,23317.94,0,2,0,11
2181465,280802,72293,40560,1466.54,0,1466.54,0,1,0,11
2181482,1296,12366,40560,1283.28,0,1283.28,0,1,0,11
2181509,1289,76733,40560,272.71,0,272.71,0,4,0,11
2181537,29871,293761,40560,118.26,0,118.26,0,5,0,11
2181589,68240,82013,40560,55.79,0,55.79,0,3,0,11
2181611,274439,293900,40560,13045.79,0,13045.79,0,3,0,11
2181646,71217,354004,40560,253.7,0,253.7,0,1,0,11
2181668,394894,394895,40560,19.91,0,19.91,0,3,0,11
2181684,135,32729,40560,3649.14,0,3649.14,0,1,0,11
2181699,135,91011,40560,7731.16,0,7731.16,0,2,0,11
2181802,407729,336825,40560,193.23,0,193.23,0,2,0,11
2181828,316802,354194,40560,3281.3199999999997,0,3281.3199999999997,0,1,0,11
2181854,98957,100080,40560,5081.57,2,5081.57,2,1,0,11
2181857,99807,403220,40560,295.08,2,295.08,2,1,0,11
2181908,107779,281635,40560,429.48,2,429.48,2,5,0,11
2182056,281684,327322,40560,197.8,2,197.8,2,4,0,11
2182132,114115,113379,40560,265.92,2,265.92,2,1,0,11
2182261,306651,122183,40560,112.79,2,112.79,2,4,0,11
2182264,350497,122365,40560,176.1,2,176.1,2,2,0,11
2182286,109073,124525,40560,31972.41,2,31972.41,2,1,0,11
2182313,124151,383298,40560,646.8399999999999,2,646.8399999999999,2,1,0,11
2182325,126364,392412,40560,1354.13,2,1354.13,2,3,0,11
2182350,113934,144364,40560,561.11,2,561.11,2,1,0,11
2182362,98992,128464,40560,469.36,2,469.36,2,1,0,11
2182388,294981,341874,40560,1642.63,2,1642.63,2,2,0,11
2182451,98992,268689,40560,101.55,2,101.55,2,1,0,11
2182528,350752,138489,40560,839.3499999999999,2,839.3499999999999,2,1,0,11
2182537,98992,138844,40560,29467.56,2,29467.56,2,4,0,11
2182556,139678,139679,40560,1491.51,2,1491.51,2,1,0,11
2182577,389647,140961,40560,141.65,2,141.65,2,1,0,11
2182630,126732,386629,40560,152.31,2,152.31,2,3,0,11
2182647,361952,361952,40560,17.869999999999997,0,15.25,2,3,0,11
2182648,361952,146158,40560,15.25,2,15.25,2,2,0,11
2182665,202865,147194,40560,1321.73,2,1321.73,2,1,0,11
2182672,332958,111088,40560,367.27,2,367.27,2,3,0,11
2182683,130441,148409,40560,636.91,2,636.91,2,1,0,11
2182717,346059,403698,40560,1662.99,2,1662.99,2,2,0,11
2182745,401046,377079,40560,2803.3199999999997,2,2803.3199999999997,2,3,0,11
2182753,327919,152048,40560,72.66,2,72.66,2,3,0,11
2182756,306508,152121,40560,36918.41,2,36918.41,2,4,0,11
2182764,121078,312693,40560,2027.1,2,2027.1,2,2,0,11
2182771,415801,106845,40560,2929.5,2,2929.5,2,4,0,11
2182784,379957,154288,40560,39.17,2,39.17,2,3,0,11
2182790,120849,269295,40560,182.06,2,182.06,2,1,0,11
2182907,160775,161297,40560,3383.3399999999997,4,3383.3399999999997,4,2,0,11
2182920,161541,269526,40560,33383.72,4,33383.72,4,3,0,11
2183005,426725,166557,40560,18464.82,4,18464.82,4,1,0,11
2183014,167307,167306,40560,2085.54,4,2085.54,4,3,0,11
2183016,362936,276699,40560,20718.75,4,20718.75,4,2,0,11
2183047,166185,355342,40560,820.1899999999999,4,820.1899999999999,4,2,0,11
2183077,307724,380770,40560,477399.1,6,477399.1,6,3,0,11
2183096,176584,328682,40560,108178.25,6,108178.25,6,4,0,11
2183109,171663,172747,40560,6434.599999999999,6,6434.599999999999,6,1,0,11
2183123,347149,269876,40560,411948.71,6,411948.71,6,2,0,11
2183156,172388,176682,40560,961905.32,6,961905.32,6,5,0,11
2183174,175507,269996,40560,818028.83,6,818028.83,6,1,0,11
2183238,183328,184436,40560,47386.03,5,47386.03,5,1,0,11
2183260,351479,186058,40560,1155.51,5,1155.51,5,3,0,11
2183295,184272,188843,40560,7740.74,5,7740.74,5,2,0,11
2183329,191196,191548,40560,10718.42,9,10718.42,9,3,0,11
2183341,191916,192587,40560,1998354.63,9,1998354.63,9,4,0,11
2183354,377635,308155,40560,2187597.42,9,2187597.42,9,2,0,11
2183380,190306,195234,40560,46229270.879999995,9,46229270.879999995,9,4,0,11
2183432,198637,270528,40560,128.64,8,128.64,8,1,0,11
2183453,290479,200896,40560,9701.7,8,9701.7,8,2,0,11
2183476,198569,201539,40560,459.23,8,459.23,8,2,0,11
2183504,61771,203157,40560,1.25,8,1.25,8,2,0,11
2183528,333945,333946,40560,2719.49,8,2719.49,8,1,0,11
2183629,208814,355971,40560,464.95,10,464.95,10,1,0,11
2183658,207403,214362,40560,398.28,10,398.28,10,2,0,11
2183667,277933,215127,40560,186.88,3,186.88,3,4,0,11
2183690,214887,216516,40560,12102.63,3,12102.63,3,2,0,11
2183700,214519,334198,40560,54563.59,3,54563.59,3,1,0,11
2183777,221505,222972,40560,1991.63,7,1991.63,7,1,0,11
2183797,406967,367547,40560,2203307.02,7,2203307.02,7,1,0,11
2183894,231692,371265,40560,6293.82,11,6293.82,11,1,0,11
2183895,231692,371265,40560,182.35,11,182.35,11,2,0,11
2183952,232659,360158,40560,10940.41,11,10940.41,11,2,0,11
2183966,343686,329719,40560,187.57,11,187.57,11,1,0,11
2183972,234931,236973,40560,73585.93,11,73585.93,11,1,0,11
2183999,239235,314453,40560,18428.25,11,18428.25,11,1,0,11
2184016,73654,73654,40560,73.97,0,67.67999999999999,11,3,0,11
2184017,73654,240561,40560,67.67999999999999,11,67.67999999999999,11,1,0,11
2184022,235395,240847,40560,74.25999999999999,11,74.25999999999999,11,3,0,11
2184036,235677,241636,40560,134.87,11,134.87,11,2,0,11
2184090,243577,303587,40560,11658.34,14,11658.34,14,4,0,11
2184099,246765,334732,40560,3089.24,14,3089.24,14,1,0,11
2184200,254661,325198,40560,23563.09,13,23563.09,13,2,0,11
2184253,325185,256612,40560,95.95,13,95.95,13,1,0,11
2184353,419067,339650,40560,0.093251,1,0.093251,1,6,0,11
2184383,298105,279054,40560,0.020104,1,0.020104,1,6,0,11
2184385,258237,261047,40560,0.003522,1,0.003522,1,6,0,11
2184389,258508,272245,40560,0.004667,1,0.004667,1,6,0,11
2184393,259392,364261,40560,0.000517,1,0.000517,1,6,0,11
2180565,13418,6727,40620,233.48,0,233.48,0,4,0,11
2180609,5371,8351,40620,2510.3399999999997,0,2510.3399999999997,0,1,0,11
2180611,8076,8494,40620,477.45,0,477.45,0,2,0,11
2180633,344320,368172,40620,1.25,0,1.25,0,5,0,11
2180663,7936,10984,40620,21568.77,0,21568.77,0,1,0,11
2180664,7936,10984,40620,4815.429999999999,0,4815.429999999999,0,2,0,11
2180672,310089,11493,40620,1904.23,0,1904.23,0,1,0,11
2180707,135,14094,40620,34.22,0,34.22,0,2,0,11
2180776,15865,20420,40620,216.6,0,216.6,0,1,0,11
2180813,8852,340042,40620,16170.75,0,16170.75,0,4,0,11
2180889,13494,28514,40620,354.8,0,354.8,0,1,0,11
2180919,10061,31148,40620,270.18,0,270.18,0,1,0,11
2180965,19204,349136,40620,377.18,0,377.18,0,1,0,11
2180982,135,286496,40620,18449.9,0,18449.9,0,1,0,11
2181022,6808,38959,40620,103.71,0,103.71,0,3,0,11
2181056,304730,41555,40620,4803.429999999999,0,4803.429999999999,0,3,0,11
2181060,135,49014,40620,1324.61,0,1324.61,0,1,0,11
2181064,53536,293579,40620,2223.6099999999997,0,2223.6099999999997,0,1,0,11
2181098,376021,44769,40620,792.75,0,792.75,0,1,0,11
2181104,28515,266328,40620,1149.31,0,1149.31,0,1,0,11
2181147,404920,48369,40620,2039.68,0,2039.68,0,1,0,11
2181165,49529,267251,40620,4950.36,0,4950.36,0,3,0,11
2181302,382508,60005,40620,152.47,0,152.47,0,4,0,11
2181310,1689,266753,40620,68.09,0,68.09,0,4,0,11
2181323,287044,375845,40620,2713.22,0,2713.22,0,3,0,11
2181331,56183,206,40620,704.9,0,704.9,0,1,0,11
2181337,40961,326416,40620,751.3399999999999,0,751.3399999999999,0,2,0,11
2181363,135,321359,40620,346.59,0,346.59,0,1,0,11
2181367,47737,65002,40620,442.53,0,442.53,0,2,0,11
2181397,16937,67161,40620,980116.33,0,980116.33,0,1,0,11
2181413,55840,274051,40620,179.73999999999998,0,179.73999999999998,0,2,0,11
2181436,135,391781,40620,777.5,0,777.5,0,1,0,11
2181497,330384,74968,40620,3481.5899999999997,0,3481.5899999999997,0,2,0,11
2181502,8669,53403,40620,65522.17,0,65522.17,0,1,0,11
2181573,135,321735,40620,7504.44,0,7504.44,0,2,0,11
2181592,135,299998,40620,7783.53,0,7783.53,0,1,0,11
2181595,341098,372926,40620,1748.81,0,1748.81,0,3,0,11
2181597,49296,82566,40620,238.43,0,238.43,0,1,0,11
2181613,46990,382825,40620,66.67,0,66.67,0,2,0,11
